Day,Time Slot,Room,Course,Course Code,Section(s),Teacher,Duration
Wed,13:00-14:30,F-203,Web Programming,CS4032,BCS-7A,Ms. Mahhek Tahir,90 min
Wed,13:00-14:30,F-204,Computer Networks,CS3001,BCS-7M,TBA,90 min
Wed,13:00-14:30,F-205,Embedded Control for Robotics,CS4095,BCS-9A,TBA,90 min
Wed,13:00-14:30,F-206,Research Methodology (Merged with DS),CS5001,MCS-3A,TBA,90 min
Wed,13:00-14:30,F-207,Anthropology,XXXXX,BSE-1A,Hamza Naeem,90 min
Wed,13:00-14:30,F-208,Understanding of Holy Quran I/Ethics I,SS1021,BSE-3B,TBA,90 min
Wed,13:00-14:30,F-209,Software Construction and Development,SE3005,BSE-5A,Mr. Arslan Asif,90 min
Wed,13:00-14:30,F-210,Fundamentals of Software Project Management,SE4002,BSE-9A,TBA,90 min
Wed,13:00-14:30,F-301,Software Project Management,CS5015,MSP-1A,Dr. Ali Afzal Malik,90 min
Wed,13:00-14:30,F-302,Programming Fundamentals,CS1002,BDS-1C,TBA,90 min
Wed,13:00-14:30,F-303,Ideology and Constitution of Pakistan,SS1013,BDS-1A,Muznah Saleha,90 min
Wed,13:00-14:30,F-304,Probability and Statistics,MT2005,BDS-3A,Ms. Sarah Ahmad,90 min
Wed,13:00-14:30,F-305,Artificial Intelligence,AI2002,BDS-5B,Ms. Bushra Rashid,90 min
Wed,13:00-14:30,F-306,Computer Networks,CS3001,BDS-7B,Ms. Umm-e-Ammarah,90 min
Wed,13:00-14:30,F-307,Natural Language Processing,DS5007,MDS-1A,Dr. Hajra Waheed,90 min
Wed,13:00-14:30,F-308,Calculus and Analytical Geometry,MT1003,BAI-1A,Ms. Amina Aslam VF,90 min
Wed,13:00-14:30,F-309,Computer Organization and Assembly Language,EE2003,BCY-3A,TBA,90 min
Wed,13:00-14:30,F-310,Applied Information Security,CY5005,MCY-1A,Dr. Faisal Aslam,90 min
Wed,13:00-14:30,F-311,Data Structure and Algorithms,CSXXXX,MCI-1A,TBA,90 min
Wed,14:30-16:00,C-1,Calculus and Analytical Geometry,MT1003,BCS-1A/3A,Dr. Saeeda Zia,90 min
Wed,14:30-16:00,C-13,Functional English,SS1012,BCS-1F/3F,Dr. Kulsoom,90 min
Wed,14:30-16:00,C-14,Data Structures,CS2001,BCS-3G/5G,Mr. Muhammad Naveed,90 min
Wed,14:30-16:00,C-2,Computer Architecture,CS4075,BCS-5F/7F,TBA,90 min
Wed,14:30-16:00,C-3,Computer Architecture,CS4075,BCS-5H/7H,Mr. Junaid Hussain Muzammil,90 min
Wed,14:30-16:00,C-4,Computer Networks,CS3001,BCS-5A/7A,Dr. Abdul Qadeer,90 min
Wed,14:30-16:00,C-5,Computer Networks,CS3001,BCS-5B/7B,Dr. Ahmad Raza,90 min
Wed,14:30-16:00,C-6,Technical and Business Writting,CSXXX,BCS-5G/7G,Hajra Ikram,90 min
Wed,14:30-16:00,C-7,Information Security,CS3002,BCS-7B/9B,Dr. Ammar Haider,90 min
Wed,14:30-16:00,D-11,Compiler Construction,CS4031,BCS-7D/9D,Mr. Hamad ul Qudous,90 min
Wed,14:30-16:00,Eng Lab-1,Functional English Lab,SL1012,BCS-1C1/3C1,TBA,90 min
Wed,14:30-16:00,Eng Lab-2,Computer Networks Lab,CL3001,BCS-5J/7J,TBA,90 min
Wed,14:30-16:00,Eng Lab-3,Data Structures Lab,CL2001,BSE-3A,TBA,90 min
Wed,14:30-16:00,Eng Lab-4,Data Structures Lab,CL2001,BSE-3B,TBA,90 min
Wed,14:30-16:00,Eng Lab-5,Function English Lab,SL1012,BDS-1C2,TBA,90 min
Wed,14:30-16:00,Eng Lab-6,Introduction to Data Science Lab,DL2001,BDS-3A,TBA,90 min
Wed,14:30-16:00,F-201,Parallel and Distributed Computing,CS3006,BCS-7E/9E,Mr. Danyal Farhat,90 min
Wed,14:30-16:00,F-202,Deep Learning,CSXXXX,BCS-7A,Mr. Saiful Islam,90 min
Wed,14:30-16:00,F-203,Digital Image Processing,CS4055,BCS-9A,Dr. Asif Gilani,90 min
Wed,14:30-16:00,F-204,Introduction to Information and Communication Technology,CL1000,BSE-1A,Ms. Hina Iqbal,90 min
Wed,14:30-16:00,F-205,Introduction to Software Engineering,SE1001,BSE-3C,Ms. Momna Zaneb,90 min
Wed,14:30-16:00,F-206,Software Quality Engineering,SE3002,BSE-5A,Dr. Ali Afzal Malik,90 min
Wed,14:30-16:00,F-207,Final Year Project - II,SE4092,BSE-9A,TBA,90 min
Wed,14:30-16:00,F-208,Data Warehousing and Business Intellligence,DS3004,BDS-5B,Mr. Ishaq Raza,90 min
Wed,14:30-16:00,F-209,Computer Networks,CS3001,BDS-7B,Ms. Umm-e-Ammarah,90 min
Wed,14:30-16:00,F-210,Final Year Project -I,DS4091,BDS-7A,TBA,90 min
Wed,14:30-16:00,F-301,MLOps for Cloud-Native Applications,AI5009,MDS-3A,Dr. Irfan Younas,90 min
Wed,14:30-16:00,F-302,Programming Fundamentals,CS1002,BCY-1A,Ms. Mehwish Afshan,90 min
Wed,14:30-16:00,Lab-1,Data Structures Lab,CL2001,BAI-3A,TBA,90 min
Wed,14:30-16:00,Lab-13,Data Structures Lab,CL2001,BCY-3A,TBA,90 min
Wed,16:00-17:30,C-1,Islamic Studies/Ethics,SS1007,BCS-1G/3G,Mr. Fawad Hashmi,90 min
Wed,16:00-17:30,C-13,Data Structures,CS2001,BCS-3G/5G,Mr. Muhammad Naveed,90 min
Wed,16:00-17:30,C-14,Computer Architecture,CS4075,BCS-5A/7A,Dr. Zeeshan Ali Khan,90 min
Wed,16:00-17:30,C-2,Compiler Construction,CS4031,BCS-7E/9E,Mr. Hamad ul Qudous,90 min
Wed,16:00-17:30,C-3,Parallel and Distributed Computing,CS3006,BCS-7B/9B,Dr. Abdul Qadeer,90 min
Wed,16:00-17:30,C-4,Object Oriented Programming,CS1004,BCS-3A,Ms. Rida Hijab Basit,90 min
Wed,16:00-17:30,C-5,Fundamentals of Software Project Management,CS4044,BCS-9A,Ms. Momna Zaneb,90 min
Wed,16:00-17:30,C-6,Introduction to Software Engineering,SE1001,BSE-3A,Dr. Zeeshan Ali Rana,90 min
Wed,16:00-17:30,C-7,Computer Networks,CS3001,BDS-7A,Ms. Umm-e-Ammarah,90 min
Wed,16:00-17:30,D-11,Ideology and Constitution of Pakistan,SS1013,BAI-1A,Muhammad Asif,90 min
Wed,16:00-17:30,Eng Lab-1,Computer Networks Lab,CL3001,BCS-5B/7B,TBA,90 min
Wed,16:00-17:30,F-201,Linear Algebra,MT1004,BAI-3A,Dr. Aziz Ur Rehman VF,90 min
Wed,17:30-19:00,C-1,Data Structures,CS2001,BCS-3F/5F,Mr. Muhammad Naveed,90 min
Wed,17:30-19:00,C-13,Computer Organization and Assembly Language,EE2003,BCS-3G/5G,Ms. Aleena Ahmad,90 min
Wed,17:30-19:00,C-14,Information Security,CS3002,BCS-7A/9A,Dr. Ammar Haider,90 min
Wed,17:30-19:00,C-2,Chinese Language,SS2032,BDS-7A,Amna Latif,90 min
Thu,08:30-10:00,C-1,Calculus and Analytical Geometry,MT1003,BCS-1F/3F,Mr. Waqar Azeem VF,90 min
Thu,08:30-10:00,C-13,Computer Organization and Assembly Language,EE2003,BCS-3B/5B,Dr. Aatira Anum,90 min
Thu,08:30-10:00,C-14,Discrete Structures,CS1005,BCS-3C/5C,Dr. Tahir Ejaz,90 min
Thu,08:30-10:00,C-2,Applied Human Computer Interaction,CS3014,BCS-5G/7G,Ms. Bushra Habib,90 min
Thu,08:30-10:00,C-3,Design and Anlysis of Algorithms,CS2009,BCS-5B/7B,Dr. Aasim Qureshi,90 min
Thu,08:30-10:00,C-4,Technical and Business Writting,CSXXX,BCS-5F/7F,Razm ul Zafar,90 min
Thu,08:30-10:00,C-5,Compiler Construction,CS4031,BCS-7H/9H,Dr. Faisal Aslam,90 min
Thu,08:30-10:00,C-6,Parallel and Distributed Computing,CS3006,BCS-7A/9A,Dr. Abdul Qadeer,90 min
Thu,08:30-10:00,C-7,Operations Research,MT4031,BCS-9A,TBA,90 min
Thu,08:30-10:00,D-11,Research Methodology (Merged with DS),CS5001,MCS-3A,TBA,90 min
Thu,08:30-10:00,Eng Lab-1,Functional English Lab,SL1012,BCS-1A2/3A2,TBA,90 min
Thu,08:30-10:00,Eng Lab-2,Functional English Lab,SL1012,BCS-1B2/3B2,TBA,90 min
Thu,08:30-10:00,Eng Lab-3,Functional English Lab,SL1012,BCS-1C2/3C2,TBA,90 min
Thu,08:30-10:00,Eng Lab-4,Computer Networks Lab,CL3001,BCS-7M,TBA,90 min
Thu,08:30-10:00,Eng Lab-5,Artificial Intelligence - Lab,AL2002,BSE-5A,Ms. Mamoona Akbar,90 min
Thu,08:30-10:00,Eng Lab-6,Programming Fundamentals Lab,CL1002,BDS-1C,TBA,90 min
Thu,08:30-10:00,F-201,Anthropology,XXXXX,BSE-1B,Hamza Naeem,90 min
Thu,08:30-10:00,F-202,Final Year Project - II,DS4092,BDS-9A,TBA,90 min
Thu,08:30-10:00,F-203,Computer Organization and Assembly Language,EE2003,BCY-3A,TBA,90 min
Thu,08:30-10:00,F-204,Applied Physics,NS1001,,TBA,90 min
Thu,08:30-10:00,Lab-1,Functional English Lab,SL1012,BCY-1A2,TBA,90 min
Thu,10:00-11:30,C-1,Islamic Studies/Ethics,SS1007,BCS-1C/3C,Qurat ul Ain Fatima,90 min
Thu,10:00-11:30,C-13,Functional English,SS1012,BCS-1B/3B,Ms. Nokhaiz Zahra,90 min
Thu,10:00-11:30,C-14,Functional English,SS1012,BCS-1F/3F,Dr. Kulsoom,90 min
Thu,10:00-11:30,C-2,Data Structures,CS2001,BCS-3G/5G,Mr. Muhammad Naveed,90 min
Thu,10:00-11:30,C-3,Computer Organization and Assembly Language,EE2003,BCS-3H/5H,Mr. Waqar Baig,90 min
Thu,10:00-11:30,C-4,Applied Human Computer Interaction,CS3014,BCS-5G/7G,Ms. Bushra Habib,90 min
Thu,10:00-11:30,C-5,Design and Anlysis of Algorithms,CS2009,BCS-5A/7A,Dr. Tahir Ejaz,90 min
Thu,10:00-11:30,C-6,Software Engineering,CS3009,BCS-5B/7B,Ms. Lehmia Kiran,90 min
Thu,10:00-11:30,C-7,Information Security,CS3002,BCS-7F/9F,Ms. Nosheen Manzoor,90 min
Thu,10:00-11:30,D-11,Compiler Construction,CS4031,BCS-7A/9A,Mr. Aamir Raheem,90 min
Thu,10:00-11:30,Eng Lab-1,Computer Organization and Assembly Language Lab,EL2003,BCS-3C/5C,Ms. Seemab Ayub,90 min
Thu,10:00-11:30,Eng Lab-2,Computer Networks Lab,CL3001,BCS-5F/7F,TBA,90 min
Thu,10:00-11:30,Eng Lab-3,Functional Eng Lab,SL1012,BSE-1B2,TBA,90 min
Thu,10:00-11:30,F-201,Understanding Holy Quran - II /Ethics - II,SS1022,BCS-3E,TBA,90 min
Thu,10:00-11:30,F-202,Object Oriented Programming,CS1004,BCS-3A,Ms. Rida Hijab Basit,90 min
Thu,10:00-11:30,F-203,Natural Language Processing,CS4063,BCS-9A,Ms. Mariam Nasim,90 min
Thu,10:00-11:30,F-204,ACN/Wireless Sensor Networks,CSXXX,MCS-3A,TBA,90 min
Thu,10:00-11:30,F-205,Calculus and Analytical Geometry,MT1003,BSE-1C,TBA,90 min
Thu,10:00-11:30,F-206,Data Structures,CS2001,BSE-3A,Mr. Waqas Ali,90 min
Thu,10:00-11:30,F-207,Artificial Intelligence,AI2002,BSE-5A,Dr. Hajra Waheed,90 min
Thu,10:00-11:30,F-208,Management and Organizational Behavior,MG4006,MSP-1A,TBA,90 min
Thu,10:00-11:30,F-209,MS Practicum - I,CS5087,MSP-3A,Dr. G. A. Farrukh,90 min
Thu,10:00-11:30,F-210,Islamic Studies,SS1007,BDS-1C,TBA,90 min
Thu,10:00-11:30,F-301,Professional Practices in IT,CS4001,BDS-9A,TBA,90 min
Thu,10:00-11:30,F-302,MS Thesis-II,DS5092,MDS-9A,TBA,90 min
Thu,10:00-11:30,F-303,Ideology and Constitution of Pakistan,SS1013,BAI-1A,Muhammad Asif,90 min
Thu,10:00-11:30,F-304,Programming for AI,AI2001,BAI-3A,Ms. Mahhek Tahir,90 min
Thu,10:00-11:30,F-305,Introduction to Information and Communication Technology,CL1001,BCY-1B,TBA,90 min
Thu,10:00-11:30,F-306,Applied Physics,NS1001,BCY-1A,Dr. Saman Shahid,90 min
Thu,10:00-11:30,F-307,Cyber Security,CY2004,BCY-3A,Dr. Arshad Ali,90 min
Thu,11:30-13:00,C-1,Introduction to Information and Communication Technology,CL1000,BCS-1A/3A,Ms. Maham Naeem,90 min
Thu,11:30-13:00,C-13,Introduction to Information and Communication Technology,CL1000,BCS-1F/3F,Ms. Rushda Muneer,90 min
Thu,11:30-13:00,C-14,Programming Fundamentals,CS1002,BCS-1B/3B,Mr. Muhammad Kamran,90 min
Thu,11:30-13:00,C-2,Programming Fundamentals,CS1002,BCS-1G/3G,Mr. Saifullah Tanvir,90 min
Thu,11:30-13:00,C-3,Computer Organization and Assembly Language,EE2003,BCS-3C/5C,Ms. Samin Iftikhar,90 min
Thu,11:30-13:00,C-4,Discrete Structures,CS1005,BCS-3A/5A,Dr. Imran Farid Khan,90 min
Thu,11:30-13:00,C-5,Applied Human Computer Interaction,CS3014,BCS-5H/7H,Ms. Bushra Habib,90 min
Thu,11:30-13:00,C-6,Software Engineering,CS3009,BCS-5A/7A,Ms. Lehmia Kiran,90 min
Thu,11:30-13:00,C-7,Software Engineering,CS3009,BCS-5F/7F,Ms. Mehroze Khan,90 min
Thu,11:30-13:00,D-11,Technical and Business Writting,CSXXX,BCS-5G/7G,Hajra Ikram,90 min
Thu,11:30-13:00,Eng Lab-1,Computer Organization and Assembly Language Lab,EL2003,BCS-3E/5E,TBA,90 min
Thu,11:30-13:00,Eng Lab-2,Computer Organization and Assembly Language Lab,EL2003,BCS-3H/5H,TBA,90 min
Thu,11:30-13:00,F-201,Information Security,CS3002,BCS-7F/9F,Ms. Nosheen Manzoor,90 min
Thu,11:30-13:00,F-202,Design and Analysis of Algorithms,CS2009,BSE-5B/7B,Dr. Tahir Ejaz,90 min
Thu,11:30-13:00,F-203,Natural Language Processing,CS4063,BCS-7A,Ms. Mariam Nasim,90 min
Thu,11:30-13:00,F-204,Operations Research,MT4031,BCS-9A,TBA,90 min
Thu,11:30-13:00,F-205,Deep Learning,CS5102,MCS-3A,Dr. Saira Karim,90 min
Thu,11:30-13:00,F-206,Programming Fundamentals,CS1002,BSE-1C,TBA,90 min
Thu,11:30-13:00,F-207,Applied Physics,NS1001,BSE-1B,Mr. Faizan Saleem VF,90 min
Thu,11:30-13:00,F-208,Data Structures,CS2001,BSE-3B,Mr. Waqas Ali,90 min
Thu,11:30-13:00,F-209,Understanding of Holy Quran I/Ethics I,SS1021,BSE-3A,TBA,90 min
Thu,11:30-13:00,F-210,Operating Systems,CS2006,BSE-5A,Mr. Razi uddin (VF),90 min
Thu,11:30-13:00,F-301,Software Project Management,CS5015,MSP-1A,Dr. Ali Afzal Malik,90 min
Thu,11:30-13:00,F-302,Functional English,SS1012,BDS-1C,TBA,90 min
Thu,11:30-13:00,F-303,Islamic Studies,SS1007,BDS-1B,Dr. Adnan Faisal,90 min
Thu,11:30-13:00,F-304,Introduction to Data Science,DS2001,BDS-3A,Dr. Asma Ahmad,90 min
Thu,11:30-13:00,F-305,Final Year Project -I,DS4091,BDS-7A,TBA,90 min
Thu,11:30-13:00,F-306,Final Year Project - II,DS4092,BDS-9A,TBA,90 min
Thu,11:30-13:00,F-307,Reserved for Maths,RXXXX,MCS-1A,TBA,90 min
Thu,11:30-13:00,F-308,Introduction to Information and Communication Technology,CL1001,BAI-1A2,Ms. Ansa Liaqat,90 min
Thu,11:30-13:00,F-309,Understanding Seerat-un-Nabi (PBUH),SS1019,BAI-1A,Mr. Ziaurehman,90 min
Thu,11:30-13:00,F-310,Data Structures,CS2001,BAI-3A,Ms. Rida Hijab Basit,90 min
Thu,11:30-13:00,F-311,Applied Physics,NS1001,BCY-1A,Dr. Saman Shahid,90 min
Thu,11:30-13:00,F-312,Data Structures,CS2001,BCY-3A,Mr. Usama Alvi,90 min
Thu,11:30-13:00,S. Hall,Applied Physics,NS1001,,TBA,90 min
Thu,13:00-14:30,C-1,Programming Fundamentals,CS1002,BCS-1B/3B,Mr. Muhammad Kamran,90 min
Thu,13:00-14:30,C-13,Programming Fundamentals,CS1002,BCS-1F/3F,Mr. Saifullah Tanvir,90 min
Thu,13:00-14:30,C-14,Calculus and Analytical Geometry,MT1003,BCS-1G/3G,Mr. Waqar Azeem VF,90 min
Thu,13:00-14:30,C-2,Ideology and Consittution of Pakistan,SS1013,BCS-1D/3D,Dr.Abdul Sattar,90 min
Thu,13:00-14:30,C-3,Islamic Studies/Ethics,SS1007,BCS-1A/3A,Qurat ul Ain Fatima,90 min
Thu,13:00-14:30,C-4,Data Structures,CS2001,BCS-3H/5H,Ms. Rida Hijab Basit,90 min
Thu,13:00-14:30,C-5,Computer Organization and Assembly Language,EE2003,BCS-3D/5D,Ms. Samin Iftikhar,90 min
Thu,13:00-14:30,C-6,Discrete Structures,CS1005,BCS-3E/5E,Ms. Rubab Janjua,90 min
Thu,13:00-14:30,C-7,Understanding Holy Quran - I /Ethics - I,SS1021,BCS-3A/5A,Hafiz Hamza Janjua,90 min
Thu,13:00-14:30,D-11,Understanding Holy Quran - I /Ethics - I,SS1021,BCS-3C/5C,Mr. Naseer Ahmad,90 min
Thu,13:00-14:30,Eng Lab-1,Computer Networks Lab,CL3001,BDS-7B,TBA,90 min
Thu,13:00-14:30,Eng Lab-2,Programming Fundamentals,CS1002,BAI-1A,Dr. Mubasher Baig,90 min
Thu,13:00-14:30,Eng Lab-3,Computer Organization and Assembly Language,EE2003,BAI-3A,Ms. Sana Fatima,90 min
Thu,13:00-14:30,Eng Lab-4,Introduction to Information and Communication Technology,CL1001,BCY-1A,Ms. Nosheen Manzoor,90 min
Thu,13:00-14:30,Eng Lab-5,Computer Organization and Assembly Language,EE2003,BCY-3A,TBA,90 min
Thu,13:00-14:30,F-201,Computer Architecture,CS4075,BCS-5E/7E,Ms. Saba Sajid,90 min
Thu,13:00-14:30,F-202,Computer Architecture,CS4075,BCS-5F/7F,TBA,90 min
Thu,13:00-14:30,F-203,Computer Networks,CS3001,BCS-5B/7B,Dr. Ahmad Raza,90 min
Thu,13:00-14:30,F-204,Design and Anlysis of Algorithms,CS2009,BCS-5G/7G,Mr. Usama Alvi,90 min
Thu,13:00-14:30,F-205,Software Engineering,CS3009,BCS-5H/7H,Ms. Mehroze Khan,90 min
Thu,13:00-14:30,F-206,Data Warehousing and Business Intellligence,DS3004,BDS-7A/9A,Mr. Ishaq Raza,90 min
Thu,13:00-14:30,F-207,Bioinformatics,CS4054,BCS-7A,Ms. Rushda Muneer,90 min
Thu,13:00-14:30,F-208,Natural Language Processing,CS4063,BCS-9A,Ms. Mariam Nasim,90 min
Thu,13:00-14:30,F-209,Deep Learning,CS5102,MCS-3A,Dr. Saira Karim,90 min
Thu,13:00-14:30,F-210,Introduction to Information and Communication Technology,CL1000,BSE-1B,Ms. Hina Iqbal,90 min
Thu,13:00-14:30,F-301,Functional English,SS1012,BSE-1A,Zainab Mubarak,90 min
Thu,13:00-14:30,F-302,Data Structures,CS2001,BSE-3A,Mr. Waqas Ali,90 min
Thu,13:00-14:30,F-303,Computer Organization and Assembly Language,EE2003,BSE-3B,TBA,90 min
Thu,13:00-14:30,F-304,Software Quality Engineering,SE3002,BSE-5B,Dr. Ali Afzal Malik,90 min
Thu,13:00-14:30,F-305,Technical and Business Writing,SS2012,BSE-5A,Iqra Rafiq,90 min
Thu,13:00-14:30,F-306,Fundamentals of Software Project Management,SE4002,BSE-9A,TBA,90 min
Thu,13:00-14:30,F-307,Research Methodology,CS5001,MSP-1A,Dr. Asif Gillani,90 min
Thu,13:00-14:30,F-308,MS Thesis-I,CS5091,MSP-3A,TBA,90 min
Thu,13:00-14:30,F-309,Functional English,SS1012,BDS-1B,Ms Faseeha,90 min
Thu,13:00-14:30,F-310,Data Structures,CS2001,BDS-3A,Mr. Uzair Naqvi,90 min
Thu,13:00-14:30,F-311,Technical and Business Writing,SS2012,BDS-5B,Huma Asif,90 min
Thu,13:00-14:30,F-312,MLOps for Cloud-Native Applications,AI5009,MDS-3A,Dr. Irfan Younas,90 min
Thu,13:00-14:30,S. Hall,Reserved for Maths,RXXXX,MCS-2A,TBA,90 min
Thu,14:30-16:00,C-1,Programming Fundamentals,CS1002,BCS-1G/3G,Mr. Saifullah Tanvir,90 min
Thu,14:30-16:00,C-13,Islamic Studies/Ethics,SS1007,BCS-1F/3F,Dr. Adnan Faisal,90 min
Thu,14:30-16:00,C-14,Functional English,SS1012,BCS-1A/3A,Ms. Nokhaiz Zahra,90 min
Thu,14:30-16:00,C-2,Data Structures,CS2001,BCS-3F/5F,Mr. Muhammad Naveed,90 min
Thu,14:30-16:00,C-3,Computer Organization and Assembly Language,EE2003,BCS-3D/5D,Ms. Samin Iftikhar,90 min
Thu,14:30-16:00,C-4,Linear Algebra,MT1004,BCS-3A/5A,Dr. Akhlaq Ahmad Bhatti,90 min
Thu,14:30-16:00,C-5,Linear Algebra,MT1004,BCS-3C/5C,Dr. Muzamil Hanif VF,90 min
Thu,14:30-16:00,C-6,Applied Human Computer Interaction,CS3014,BCS-5B/7B,Ms. Sukhan Amir,90 min
Thu,14:30-16:00,C-7,Applied Human Computer Interaction,CS3014,BCS-5H/7H,Ms. Bushra Habib,90 min
Thu,14:30-16:00,D-11,Computer Architecture,CS4075,BCS-5A/7A,Dr. Zeeshan Ali Khan,90 min
Thu,14:30-16:00,Eng Lab-1,Programming Fundamentals Lab,CL1002,BCS-1B/3B,Ms. Marwa Khan,90 min
Thu,14:30-16:00,Eng Lab-2,Programming Fundamentals Lab,CL1002,BDS-1B,TBA,90 min
Thu,14:30-16:00,Eng Lab-3,Data Structures,CS2001,BAI-3A,Ms. Rida Hijab Basit,90 min
Thu,14:30-16:00,Eng Lab-4,Programming Fundamentals,CS1002,BCY-1A,Ms. Mehwish Afshan,90 min
Thu,14:30-16:00,Eng Lab-5,Linear Algebra,MT1004,BCY-3A,Dr. Aziz Ur Rehman VF,90 min
Thu,14:30-16:00,F-201,Computer Architecture,CS4075,BCS-5E/7E,Ms. Saba Sajid,90 min
Thu,14:30-16:00,F-202,Computer Architecture,CS4075,BCS-5F/7F,TBA,90 min
Thu,14:30-16:00,F-203,Software Engineering,CS3009,BCS-5G/7G,Ms. Mehroze Khan,90 min
Thu,14:30-16:00,F-204,Information Security,CS3002,BCS-7G/9G,Ms. Nosheen Manzoor,90 min
Thu,14:30-16:00,F-205,Compiler Construction,CS4031,BCS-7B/9B,Mr. Aamir Raheem,90 min
Thu,14:30-16:00,F-206,Parallel and Distributed Computing,CS3006,BCS-7K/9K,TBA,90 min
Thu,14:30-16:00,F-207,Applied Probability in Computing,CS4113,BDS-7A/BSE-9A,Dr. Ahmad Raza,90 min
Thu,14:30-16:00,F-208,Understanding Holy Quran - II /Ethics - II,SS1022,BCS-3H,TBA,90 min
Thu,14:30-16:00,F-209,Natural Language Processing,CS4063,BCS-7A,Ms. Mariam Nasim,90 min
Thu,14:30-16:00,F-210,Introduction to Cloud Computing,CS4037,BCS-9A,Mr. Muhammad Kamran,90 min
Thu,14:30-16:00,F-301,Understanding of Holy Quran I/Ethics I,SS5014,MCS-3A,Mr. Hamza Janjua,90 min
Thu,14:30-16:00,F-302,Calculus and Analytical Geometry,MT1003,BSE-1B,Dr. Muhammad Nasir Ali VF,90 min
Thu,14:30-16:00,F-303,Data Structures,CS2001,BSE-3B,Mr. Waqas Ali,90 min
Thu,14:30-16:00,F-304,Software Construction and Development,SE3005,BSE-5B,Mr. Arslan Asif,90 min
Thu,14:30-16:00,F-305,Information Security,CS3002,BSE-7B,Ms. Sarah Abid Khan,90 min
Thu,14:30-16:00,F-306,DevOps,CS4067,BSE-7A,Mr. Durraiz Waseem,90 min
Thu,14:30-16:00,F-307,Human Resource Management,MG5043,MSP-3A,Mr. Hasan Shehzad,90 min
Thu,14:30-16:00,F-308,MS Thesis - II,CS5092,MSP-5A,TBA,90 min
Thu,14:30-16:00,F-309,Data Structures,CS2001,BDS-3B,Mr. Uzair Naqvi,90 min
Thu,14:30-16:00,F-310,Object Oriented Programming,CS1004,BDS-3A,Mr. Waqas Manzoor,90 min
Thu,14:30-16:00,F-311,French Language,SS2031,BDS-7B,TBA,90 min
Thu,14:30-16:00,F-312,Reserved for Maths,RXXXX,MCS-2A,TBA,90 min
Thu,14:30-16:00,S. Hall,Islamic Studies/Ethics,SS1007,BAI-1A,Hafiz Hamza Janjua,90 min
Thu,16:00-17:30,C-1,Ideology and Consittution of Pakistan,SS1013,BCS-1F/3F,Muhammad Tahir Rahisd,90 min
Thu,16:00-17:30,C-13,Data Structures,CS2001,BCS-3A/5A,Dr. Zareen Alamgir,90 min
Thu,16:00-17:30,C-14,Computer Organization and Assembly Language,EE2003,BCS-3C/5C,Ms. Samin Iftikhar,90 min
Thu,16:00-17:30,C-2,Computer Architecture,CS4075,BCS-5A/7A,Dr. Zeeshan Ali Khan,90 min
Thu,16:00-17:30,C-3,Software Engineering,CS3009,BCS-5G/7G,Ms. Mehroze Khan,90 min
Thu,16:00-17:30,C-4,Parallel and Distributed Computing,CS3006,BCS-7G/9G,Mr. Mubashar Hussain,90 min
Thu,16:00-17:30,C-5,Applied Probability in Computing,CS4113,BDS-7A/BSE-9A,Dr. Ahmad Raza,90 min
Thu,16:00-17:30,C-6,Natural Language Processing,CS4063,BCS-7A,Ms. Mariam Nasim,90 min
Thu,16:00-17:30,C-7,MLOps,CS4085,BCS-9A,Mr. Usman Anwer,90 min
Thu,16:00-17:30,D-11,Ideology and Constitution of Pakistan,SS1013,BSE-1B,Quratulain Ilyas,90 min
Thu,17:30-19:00,C-1,Programming Fundamentals,CS1002,BCS-1F/3F,Mr. Saifullah Tanvir,90 min
Thu,17:30-19:00,C-13,Discrete Structures,CS1005,BCS-3C/5C,Dr. Tahir Ejaz,90 min
Thu,17:30-19:00,C-14,Applied Human Computer Interaction,CS3014,BCS-5D/7D,Mr. Waqas Manzoor,90 min
Thu,17:30-19:00,C-2,Computer Networks,CS3001,BCS-5G/7G,Ms. Sarah Khaleel,90 min
Thu,17:30-19:00,C-3,Parallel and Distributed Computing,CS3006,BCS-7J/9J,Mr. Mubashar Hussain,90 min
Thu,17:30-19:00,C-4,Data Analysis and Visualization,DS3001,BDS-5A/7A,Mr. Amir Iqbal,90 min
Thu,17:30-19:00,C-5,Bioinformatics,CS4054,BCS-7A,Ms. Rushda Muneer,90 min
Thu,17:30-19:00,C-6,Introduction to Software Engineering,SE1001,BSE-3C,Ms. Momna Zaneb,90 min
Thu,17:30-19:00,C-7,Calculus and Analytical Geometry,MT1003,BDS-1B,Dr. Komal Hassan VF,90 min
Thu,17:30-19:00,Eng Lab-1,Computer Networks Lab,CL3001,BDS-7A,Ms. Sarah Abid Khan,90 min
Fri,08:30-10:00,C-1,Calculus and Analytical Geometry,MT1003,BCS-1A/3A,Dr. Saeeda Zia,90 min
Fri,08:30-10:00,C-13,Functional English,SS1012,BCS-1B/3B,Ms. Nokhaiz Zahra,90 min
Fri,08:30-10:00,C-14,Data Structures,CS2001,BCS-3B/5B,Dr. Zareen Alamgir,90 min
Fri,08:30-10:00,C-2,Computer Architecture,CS4075,BCS-5C/7C,Ms. Saba Sajid,90 min
Fri,08:30-10:00,C-3,Software Engineering,CS3009,BCS-5H/7H,Ms. Mehroze Khan,90 min
Fri,08:30-10:00,C-4,Technical and Business Writting,CSXXX,BCS-5D/7D,Uzma Safdar,90 min
